VALOR DO M2 DO TERRENO;VALOR DO M2 DE CONSTRUCAO
3842.0;2737.0
4260.0;1926.5
3779.0;2737.0
4118.0;2211.0
4118.0;2737.0
5400.0;2211.0
3548.0;2737.0
4143.0;1894.0
1257.0;1642.0
897.0;1314.0
3453.0;3186.0
1357.0;1894.0
1618.0;2211.0
2687.0;2211.0
4430.0;2211.0
3839.0;2737.0
4235.0;2737.0
1408.0;1894.0
2612.0;3186.0
2971.0;1330.0
470.0;613.0
146.0;525.0
5917.0;1894.0
1355.0;1423.0
3929.0;1894.0
3762.309210526316;1615.1381578947369
1090.0;1423.0
1170.837606837607;1676.068376068376
2249.025125628141;1930.608040201005
1329.0;1642.0
2716.1833333333334;1884.7111111111112
1077.0;1423.0
525.0;1171.0
2341.0;2211.0
494.0;525.0
2300.0;3186.0
5869.0;2737.0
2426.0;2737.0
1836.0;1642.0
3686.0;2211.0
5677.0;2288.0
1100.0;1642.0
1946.0;2354.0
1456.0;1894.0
1292.0;1960.0
24639.0;1894.0
2576.6153846153848;1259.3076923076924
3576.0;2211.0
1919.0;1894.0
1859.0;1773.0
2644.0;1894.0
953.0;1423.0
3312.0;1894.0
2804.8571428571427;1560.7142857142858
2480.0;1423.0
1801.4730538922156;2053.7305389221556
1830.0;2211.0
1830.0;2211.0
2235.0;2211.0
1289.0;1642.0
1289.0;1642.0
1826.0;2211.0
1826.0;2211.0
1826.0;2211.0
1826.0;2211.0
1826.0;2211.0
3365.41975308642;2032.2222222222222
1697.0;1894.0
5602.0;2211.0
1697.0;1894.0
2117.0;1658.5
2463.0;1894.0
351.0;777.0
3023.677570093458;2278.2359813084113
6538.0;3186.0
3744.0;2737.0
2119.0;2354.0
3744.0;2737.0
801.0;1423.0
1232.0;1642.0
1621.0;1642.0
2971.0;2211.0
2971.0;2211.0
2971.0;2211.0
1876.0;2211.0
1876.0;2211.0
1876.0;2211.0
3534.0;2737.0
4064.6666666666665;2536.0
3661.0;2961.5
6129.0;3186.0
1507.0;1642.0
1507.0;1642.0
2329.0;3186.0
7154.0;3186.0
6416.0;3635.0
5545.666666666667;3186.0
7154.0;3186.0
2428.0;2801.1428571428573
2428.0;2737.0
1342.0;1642.0
1232.0;1642.0
1084.0;1423.0
5280.0;2760.6315789473683
1084.0;1423.0
1084.0;1423.0
5280.0;2737.0
1084.0;1423.0
1084.0;1423.0
1084.0;1423.0
1272.0;1642.0
1272.0;1642.0
1272.0;1642.0
1272.0;1642.0
1272.0;1642.0
1967.0;2211.0
801.0;1423.0
1342.0;1642.0
2415.0;2211.0
2641.0;2737.0
1722.0418604651163;2142.1674418604653
2031.0;2211.0
2119.0;2354.0
2119.0;2354.0
2031.0;2211.0
1283.0;1642.0
2781.0;2737.0
2803.0;3186.0
2781.0;2786.8888888888887
2911.0;2211.0
2152.0;1894.0
942.0;1149.0
3742.0;2737.0
3742.0;2737.0
6937.0;3186.0
1506.0;2211.0
1506.0;2211.0
3983.0;2288.0
6127.0;2211.0
11220.666666666666;2025.3333333333333
1496.0;1171.0
6127.0;2211.0
3742.0;2737.0
83.0;525.0
5037.5;3186.0
3068.0;2211.0
676.0;1171.0
234.0;613.0
113.0;613.0
432.0;0.0
224.0;1412.0
153.0;525.0
170.0;0.0
223.0;525.0
537.0;1171.0
572.0;1171.0
335.0;525.0
337.0;525.0
173.0;613.0
249.0;613.0
158.0;525.0
1530.0;1894.0
2671.0;1894.0
718.0;1423.0
199.0;613.0
798.4444444444445;2121.222222222222
635.0;1138.0
1930.4;1670.6
153.0;525.0
157.0;525.0
883.0;1171.0
467.0;525.0
240.0;613.0
356.0;613.0
236.0;525.0
402.0;821.0
1434.0;1730.0
134.0;0.0
446.0;777.0
420.0;525.0
225.0;613.0
179.5;695.0
692.0;1543.0
223.0;613.0
272.0;613.0
476.0;1171.0
285.0;821.0
488.0;766.0
176.0;777.0
231.0;613.0
278.0;613.0
499.0;919.0
2077.0;2211.0
1707.0;1894.0
7675.0;1894.0
2485.0;1894.0
2485.0;1894.0
2943.0;1894.0
1707.0;1894.0
1707.0;1894.0
966.0;1149.0
2366.355659745479;1939.4092431346282
775.0;1423.0
804.0;1423.0
6797.0;2211.0
3924.0;2737.0
6843.0;2211.0
1900.0;1894.0
3924.0;2737.0
3924.0;2737.0
3924.0;2737.0
7459.0;2967.0
889.0;1423.0
1699.0;1894.0
2193.0;2211.0
2645.0;1894.0
1390.0;1423.0
2787.0;2211.0
3924.0;2737.0
3924.0;2737.0
1390.0;1423.0
3924.0;2737.0
1390.0;1423.0
1388.1739130434783;1642.0
1129.076923076923;1423.0
4243.0;2211.0
4243.0;2211.0
4243.0;2211.0
4243.0;2211.0
4243.0;2211.0
4243.0;2211.0
4243.0;2211.0
4243.0;2211.0
4243.0;2211.0
4243.0;2211.0
4243.0;2211.0
4243.0;2211.0
734.0;1423.0
1649.0;1894.0
7459.0;2967.0
1215.0;1423.0
1005.0;1642.0
775.0;1423.0
7154.0;2737.0
2071.0;1894.0
1432.0;1894.0
1257.0;1642.0
5793.0;1894.0
661.0;1423.0
3812.0;2211.0
4596.0;3635.0
4180.0;2737.0
1620.5;1992.0
801.0;1423.0
7034.0;2288.0
1357.0;1894.0
889.0;1423.0
24639.0;3635.0
24639.0;3635.0
24639.0;3635.0
24639.0;3635.0
24639.0;3635.0
24639.0;3635.0
24639.0;3635.0
24639.0;3635.0
24639.0;3635.0
24639.0;3635.0
24639.0;3635.0
24639.0;3635.0
2297.0;1894.0
794.0;1423.0
3107.0;1894.0
3107.0;1894.0
3107.0;1894.0
3107.0;1894.0
3107.0;1894.0
3107.0;1894.0
3107.0;1894.0
3107.0;1894.0
1563.0;1894.0
1563.0;1894.0
1563.0;1894.0
1563.0;1894.0
1563.0;1894.0
1563.0;1894.0
1563.0;1894.0
1563.0;1894.0
1563.0;1894.0
3107.0;1894.0
1563.0;1894.0
1563.0;1894.0
3107.0;1894.0
1563.0;1894.0
1563.0;1894.0
2335.0;1894.0
1563.0;1894.0
1563.0;1894.0
1563.0;1894.0
1563.0;1894.0
3107.0;1894.0
3107.0;1894.0
1563.0;1894.0
1563.0;1894.0
1563.0;1894.0
1563.0;1894.0
1563.0;1894.0
1563.0;1894.0
1563.0;1894.0
1563.0;1894.0
1563.0;1894.0
3107.0;1894.0
3107.0;1894.0
1563.0;1894.0
1563.0;1894.0
1563.0;1894.0
3107.0;1894.0
1747.0;1960.0
1208.0;1894.0
2497.0;2737.0
3074.0;1894.0
3990.0;1894.0
4390.0;1894.0
2663.0;1894.0
2193.0;2211.0
889.0;1423.0
7034.0;2288.0
889.0;1423.0
1075.5813953488373;1433.1860465116279
661.0;1423.0
3107.0;1894.0
3107.0;1894.0
3107.0;1894.0
3107.0;1894.0
3107.0;1894.0
3107.0;1894.0
3107.0;1894.0
3107.0;1894.0
713.0;1423.0
2456.5;1989.3793103448277
1191.0;1642.0
1328.0;1423.0
1328.0;1423.0
3015.929166666667;1869.3541666666667
1487.0;1423.0
1473.0;1642.0
4785.0;2211.0
1670.0;2211.0
2707.0;1894.0
1109.0;1642.0
2317.0;1894.0
2693.4036544850496;1980.7840531561462
1493.0;1773.0
757.0;1642.0
2794.0;2211.0
4123.0;1894.0
3831.0;1894.0
1493.0;1773.0
4393.0;3635.0
1946.0;2211.0
1385.0;1423.0
761.0;1423.0
862.0;1423.0
2380.0;1894.0
1742.0;1894.0
3928.0;2211.0
7178.0;2288.0
7178.0;2288.0
5251.0;2737.0
2740.0;1894.0
4393.0;3635.0
2077.0;2211.0
2660.0;1894.0
2688.0;2211.0
663.0;1423.0
663.0;1423.0
663.0;1423.0
663.0;1423.0
4075.0;2288.0
761.0;1423.0
761.0;1423.0
761.0;1423.0
761.0;1423.0
2664.0;1815.5
400.0;1084.0
400.0;1084.0
400.0;1084.0
400.0;1084.0
674.0;1423.0
674.0;1423.0
1722.0;2211.0
400.0;1084.0
4014.0;1894.0
803.0;1423.0
4820.0;1894.0
1623.2758620689656;1866.0689655172414
5882.0;1894.0
2790.0;1894.0
4907.0;1894.0
3902.0;2211.0
5902.0;2211.0
5902.0;2211.0
3072.0;2737.0
2980.0;2211.0
2980.0;2211.0
351.0;1073.0
144.11111111111111;563.0
376.0;673.0
494.0;0.0
2138.0;2211.0
393.0;613.0
7684.0;1894.0
7684.0;1894.0
3983.0;2288.0
4110.0;2211.0
4952.0;2080.0
889.0;1423.0
1699.0;1894.0
889.0;1423.0
7034.0;2288.0
7034.0;2285.344827586207
7034.0;2288.0
1005.0;1642.0
3326.5401459854015;2207.1605839416056
1560.0;1171.0
482.0;1423.0
889.0;1423.0
1390.0;1423.0
889.0;1423.0
889.0;1423.0
3074.0;2211.0
889.0;1423.0
4222.0;2737.0
1563.0;1894.0
2008.0;2737.0
2482.0425531914893;1478.659574468085
3162.0;2737.0
1073.0;1423.0
1132.0;1423.0
803.0;1423.0
1649.0;1960.0
2336.0;2737.0
4228.0;3186.0
7202.0;2211.0
5869.0;2737.0
317.0;919.0
1611.0;2211.0
1138.0;2211.0
3074.0;1894.0
2406.0;2211.0
1098.0;744.0
2336.0;3186.0
2463.0;2211.0
2463.0;2211.0
2639.25;1836.25
5580.0;2737.0
3869.0;1894.0
23003.0;1894.0
1423.0;1423.0
3902.0;1894.0
5609.0;1445.0
3437.3333333333335;1999.6666666666667
4739.0;1894.0
1338.0;1423.0
219.0;777.0
431.0;613.0
1624.0;1960.0
2152.0;1894.0
803.0;1423.0
2952.0;2211.0
2029.0;1894.0
2029.0;1894.0
1051.0;1642.0
4923.0;2737.0
4118.0;2211.0
5479.0;2737.0
344.0;613.0
1530.0;1894.0
843.952380952381;2185.095238095238
3625.0;2288.0
423.0;613.0
1484.0;1171.0
290.0;0.0
228.0;613.0
87.0;613.0
3970.0;2211.0
4143.0;1894.0
572.0;799.0
6576.0;2967.0
11861.0;3635.0
5442.0;3186.0
3686.0;2211.0
2514.0;2737.0
2138.0;2211.0
232.0;1171.0
1257.0;1642.0
8836.0;2737.0
7336.0;2737.0
1357.0;1894.0
2656.6666666666665;1167.3333333333333
1546.0;2211.0
170.0;799.0
22761.0;2288.0
2952.0;2211.0
1576.0;1960.0
5285.0;2967.0
275.0;569.0
407.0;613.0
569.0;799.0
7279.0;2737.0
3431.0;1822.5
1707.0;1445.0
1319.5;1335.5
337.0;799.0
1707.0;1445.0
4342.0;2211.0
1414.0;1423.0
1861.0;2211.0
3416.0;2211.0
2798.0;1894.0
9631.5;2052.5
2733.0;2211.0
1546.0;2211.0
3309.0;3186.0
7104.0;3186.0
1217.0;1423.0
2952.0;2211.0
1506.0;2211.0
1697.0;1642.0
3372.0;2211.0
1946.0;1642.0
7279.0;2737.0
111.0;525.0
2958.0;1894.0
1707.0;1445.0
462.0;1642.0
1707.0;1445.0
1707.0;1445.0
1707.0;1445.0
1707.0;1445.0
1707.0;1445.0
1707.0;1445.0
7104.0;3186.0
3782.0;2211.0
3839.0;2737.0
1881.0;2211.0
1946.0;1642.0
2483.0;1894.0
1946.0;1642.0
9631.5;2052.5
2998.0;2737.0
5890.0;2288.0
1668.0;1149.0
1576.0;1960.0
5285.0;2967.0
1616.0;2211.0
1707.0;1445.0
4342.0;2211.0
462.0;1642.0
1707.0;1445.0
4342.0;2211.0
1707.0;1445.0
4235.0;2737.0
1414.0;1423.0
1861.0;2211.0
1408.0;1894.0
1946.0;2354.0
2798.0;1894.0
10005.0;2230.25
1546.0;2211.0
1506.0;2211.0
3753.0;1894.0
2076.0;2211.0
1091.0;1423.0
897.0;1314.0
1984.0;1478.0
2470.0;1554.0
782.0;843.0
4342.0;1478.0
1881.0;2211.0
1408.0;1894.0
2483.0;1894.0
1946.0;1642.0
1946.0;1642.0
4629.0;2105.3333333333335
570.0;1149.0
2952.0;2211.0
2076.0;2211.0
1576.0;1960.0
1697.0;1642.0
5285.0;2967.0
1946.0;2354.0
472.0;974.0
1861.0;2211.0
4235.0;2737.0
1408.0;1894.0
1414.0;1423.0
2798.0;1894.0
2733.0;2211.0
1881.0;2211.0
7189.0;2211.0
2482.0;2211.0
280.0;613.0
1506.0;2211.0
2952.0;2211.0
1451.0;1554.0
3372.0;2211.0
897.0;1314.0
751.0;1149.0
3839.0;2737.0
2483.0;1894.0
1946.0;1642.0
4402.5;2211.0
1546.0;2211.0
6250.0;3186.0
1576.0;1960.0
1946.0;2354.0
1783.0;1478.0
1978.0;1927.0
1053.0;1149.0
1861.0;2211.0
1408.0;1894.0
1414.0;1423.0
8488.25;1773.25
5362.0;1445.0
2952.0;2211.0
1697.0;1642.0
3372.0;2211.0
2076.0;2211.0
897.0;1314.0
1565.0;1752.0
4235.0;2737.0
1881.0;2211.0
2483.0;1894.0
1946.0;1642.0
9215.5;1699.5
1546.0;2211.0
1576.0;1960.0
300.0;558.0
8820.0;3186.0
1778.0;1149.0
874.0;919.0
303.0;613.0
1408.0;1894.0
1861.0;2211.0
4430.0;2211.0
4235.0;2737.0
1414.0;1423.0
2733.0;2211.0
11148.0;2105.3333333333335
6250.0;3186.0
2174.5;2052.5
2952.0;2211.0
470.0;613.0
897.0;1314.0
283.0;525.0
1506.0;2211.0
1506.0;2211.0
2483.0;1894.0
2798.0;1894.0
111.0;777.0
738.0;0.0
470.0;525.0
430.0;613.0
2612.0;3186.0
1427.0;1642.0
1377.0;1423.0
1861.0;2211.0
1377.0;1423.0
1881.0;2211.0
1408.0;1894.0
1946.0;2354.0
1616.0;2211.0
1373.0;1894.0
4778.0;1894.0
2984.8837209302324;1590.3488372093022
1073.0;1423.0
3310.0;2737.0
224.0;919.0
803.0;1423.0
2974.0;1894.0
531.0;0.0
1138.0;2211.0
2426.0;2737.0
2967.0;1894.0
1624.0;1960.0
2320.0;2737.0
219.0;766.0
1042.0;1423.0
2560.0;2211.0
1138.0;2211.0
1819.0;1642.0
3686.0;2211.0
1729.0;1554.0
11937.333333333334;1894.0
14977.0;2288.0
959.0;1423.0
2667.0;2211.0
1423.0;1423.0
5135.666666666667;2105.3333333333335
1887.0;1423.0
803.0;1423.0
3009.2;1983.4
7352.0;3186.0
2308.0;2211.0
1506.0;2211.0
6127.0;2211.0
2338.0;2211.0
4118.0;2211.0
831.0;1149.0
1051.0;1642.0
6127.0;2211.0
5192.0;2211.0
154.0;569.0
5400.0;2211.0
4121.0;2211.0
4118.0;2211.0
5479.0;2737.0
266.0;613.0
5285.0;2967.0
1530.0;1894.0
2671.0;1894.0
935.0;1423.0
757.0;1171.0
2050.5;1817.0
692.0;2146.0
448.0;766.0
240.0;777.0
383.0;777.0
1680.0;1171.0
392.0;843.0
3970.0;2211.0
4143.0;1894.0
3188.0;1894.0
957.0;1642.0
74.0;0.0
65.0;0.0
2138.0;2211.0
897.0;1314.0
3453.0;2211.0
1607.0;1894.0
2645.0;1894.0
2429.75;1340.75
1546.0;2211.0
2411.0;919.0
5285.0;2967.0
7279.0;2737.0
2165.0;1478.0
1707.0;1445.0
2696.0;843.0
1707.0;1445.0
1929.0;1149.0
1707.0;1445.0
1707.0;1445.0
1707.0;1445.0
560.0;1171.0
1861.0;2211.0
4430.0;2211.0
4235.0;2737.0
1881.0;2211.0
1414.0;1423.0
3839.0;2737.0
3875.75;2263.25
7104.0;3186.0
2952.0;2211.0
1576.0;1960.0
897.0;1314.0
2076.0;2211.0
1707.0;1445.0
1707.0;1445.0
12730.0;1894.0
12730.0;1894.0
12730.0;1894.0
1114.0;1478.0
516.0;1073.0
1707.0;1445.0
1707.0;1445.0
1707.0;1445.0
3351.0;1478.0
1506.0;2211.0
4235.0;2737.0
2483.0;1894.0
1408.0;1894.0
4876.5;2474.0
1546.0;2211.0
2638.0;2211.0
3622.0;1894.0
897.0;1314.0
1707.0;1445.0
1707.0;1445.0
283.0;525.0
1707.0;1445.0
4546.0;1894.0
1861.0;2211.0
4430.0;2211.0
4235.0;2737.0
1506.0;2211.0
1414.0;1423.0
2798.0;1894.0
4629.0;2280.6666666666665
1506.0;2211.0
1576.0;1960.0
1697.0;1642.0
897.0;1314.0
802.0;1149.0
445.0;777.0
283.0;525.0
1699.0;1171.0
23003.0;1894.0
237.0;613.0
1881.0;2211.0
3839.0;2737.0
4235.0;2737.0
2483.0;1894.0
4629.0;2280.6666666666665
1546.0;2211.0
2733.0;2211.0
2952.0;2211.0
308.0;525.0
897.0;1314.0
832.0;0.0
1058.0;1543.0
643.0;919.0
303.0;613.0
1861.0;2211.0
4235.0;2737.0
1946.0;2354.0
1414.0;1423.0
1946.0;2354.0
3417.6666666666665;1412.0
131.0;613.0
2076.0;2211.0
1506.0;2211.0
1576.0;1960.0
2308.0;2211.0
897.0;1314.0
2580.0;1478.0
1358.0;1149.0
520.0;1149.0
1881.0;2211.0
3839.0;2737.0
4235.0;2737.0
1408.0;1894.0
2483.0;1894.0
4264.5;1691.0
1546.0;2211.0
2952.0;2211.0
5285.0;2967.0
304.0;777.0
897.0;1314.0
2172.0;2967.0
150.0;613.0
2039.0;1434.0
387.0;777.0
1033.0;1149.0
